Probe Set Name	Description
15388_at	heterogeneous nuclear ribonucleoprotein L
15394_at	homeobox A1
15395_at	homeobox A10
15396_at	homeobox A11
15398_at	homeobox A13
15399_at	homeobox A2
15400_at	homeobox A3
15401_at	homeobox A4
15402_at	homeobox A5
15403_at	homeobox A6
15404_at	homeobox A7
15405_at	homeobox A9
15407_at	homeobox B1
15408_at	homeobox B13
15410_at	homeobox B3
15412_at	homeobox B4
15413_at	homeobox B5
15414_at	homeobox B6
15415_at	homeobox B7
15416_at	homeobox B8
15417_at	homeobox B9
15421_at	homeobox C12
15422_at	homeobox C13
15423_at	homeobox C4
15424_at	homeobox C5
15425_at	homeobox C6
15426_at	homeobox C8
15427_at	homeobox C9
15429_at	homeobox D1
15430_at	homeobox D10
15431_at	homeobox D11
15432_at	homeobox D12
15433_at	homeobox D13
15434_at	homeobox D3
15436_at	homeobox D4
15437_at	homeobox D8
15438_at	homeobox D9
15439_at	haptoglobin
15441_at	heterochromatin protein 1, binding protein 3
15442_at	heparanase
15444_at	hippocalcin
15445_at	4-hydroxyphenylpyruvic acid dioxygenase
15446_at	hydroxyprostaglandin dehydrogenase 15 (NAD)
15450_at	lipase, hepatic
15451_at	hepsin
15452_at	hypoxanthine guanine phosphoribosyl transferase
15458_at	hemopexin
15460_at	hairless
15461_at	Harvey rat sarcoma virus oncogene 1
15463_at	ArfGAP with FG repeats 1
15464_at	histidine rich calcium binding protein
15465_at	histamine receptor H1
15466_at	histamine receptor H2
15467_at	eukaryotic translation initiation factor 2 alpha kinase 1
15468_at	protein arginine N-methyltransferase 2
15469_at	protein arginine N-methyltransferase 1
15473_at	heat-responsive protein 12
15476_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 1
15478_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
15481_at	heat shock protein 8
15482_at	heat shock protein 1-like
15483_at	hydroxysteroid 11-beta dehydrogenase 1
15484_at	hydroxysteroid 11-beta dehydrogenase 2
15485_at	hydroxysteroid (17-beta) dehydrogenase 1
15486_at	hydroxysteroid (17-beta) dehydrogenase 2
15487_at	hydroxysteroid (17-beta) dehydrogenase 3
15488_at	hydroxysteroid (17-beta) dehydrogenase 4
15490_at	hydroxysteroid (17-beta) dehydrogenase 7
15492_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
15493_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
15494_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3
15496_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5
15497_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6
15499_at	heat shock factor 1
15500_at	heat shock factor 2
15502_at	DnaJ (Hsp40) homolog, subfamily A, member 1
15504_at	DnaJ (Hsp40) homolog, subfamily B, member 3
15505_at	heat shock 105kDa/110kDa protein 1
15510_at	heat shock protein 1 (chaperonin)
15512_at	heat shock protein 2
15516_at	heat shock protein 90 alpha (cytosolic), class B member 1
15519_at	heat shock protein 90, alpha (cytosolic), class A member 1
15525_at	heat shock protein 4
15526_at	heat shock protein 9
15528_at	heat shock protein 1 (chaperonin 10)
15529_at	syndecan 2
15530_at	perlecan (heparan sulfate proteoglycan 2)
15531_at	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
15547_at	TRM2 tRNA methyltransferase 2 homolog A (S. cerevisiae)
15550_at	5-hydroxytryptamine (serotonin) receptor 1A
15551_at	5-hydroxytryptamine (serotonin) receptor 1B
15552_at	5-hydroxytryptamine (serotonin) receptor 1D
15557_at	5-hydroxytryptamine (serotonin) receptor 1F
15558_at	5-hydroxytryptamine (serotonin) receptor 2A
15559_at	5-hydroxytryptamine (serotonin) receptor 2B
15560_at	5-hydroxytryptamine (serotonin) receptor 2C
15561_at	5-hydroxytryptamine (serotonin) receptor 3A
15562_at	5 hydroxytryptamine (serotonin) receptor 4
15563_at	5-hydroxytryptamine (serotonin) receptor 5A
15564_at	5-hydroxytryptamine (serotonin) receptor 5B
15565_at	5-hydroxytryptamine (serotonin) receptor 6
15566_at	5-hydroxytryptamine (serotonin) receptor 7
15567_at	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
15568_at	ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)
15569_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)
15571_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)
15572_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
15574_at	Hus1 homolog (S. pombe)
15586_at	hyaluronoglucosaminidase 1
15587_at	hyaluronoglucosaminidase 2
15874_at	islet amyloid polypeptide
15891_at	integrin binding sialoprotein
15893_at	islet cell autoantigen 1
15894_at	intercellular adhesion molecule 1
15896_at	intercellular adhesion molecule 2
15898_at	intercellular adhesion molecule 5, telencephalin
15900_at	interferon regulatory factor 8
15901_at	inhibitor of DNA binding 1
15902_at	inhibitor of DNA binding 2
15903_at	inhibitor of DNA binding 3
15904_at	inhibitor of DNA binding 4
15925_at	insulin degrading enzyme
15926_at	isocitrate dehydrogenase 1 (NADP+), soluble
15929_at	isocitrate dehydrogenase 3 (NAD+), gamma
15930_at	indoleamine 2,3-dioxygenase 1
15931_at	iduronate 2-sulfatase
15932_at	iduronidase, alpha-L-
15936_at	immediate early response 2
15937_at	immediate early response 3
15939_at	immediate early response 5
15944_at	immunity-related GTPase family M member 1
15945_at	chemokine (C-X-C motif) ligand 10
15950_at	interferon activated gene 203
15951_at	interferon activated gene 204
15953_at	interferon gamma inducible protein 47
15957_at	interferon-induced protein with tetratricopeptide repeats 1
15958_at	interferon-induced protein with tetratricopeptide repeats 2
15959_at	interferon-induced protein with tetratricopeptide repeats 3
15964_at	interferon alpha 11
15965_at	interferon alpha 2
15967_at	interferon alpha 4
15968_at	interferon alpha 5
15972_at	interferon alpha 9
15974_at	interferon alpha B
15975_at	interferon (alpha and beta) receptor 1
15976_at	interferon (alpha and beta) receptor 2
15977_at	interferon beta 1, fibroblast
15978_at	interferon gamma
15979_at	interferon gamma receptor 1
15980_at	interferon gamma receptor 2
15982_at	interferon-related developmental regulator 1
15983_at	interferon-related developmental regulator 2
15985_at	CD79B antigen
16000_at	insulin-like growth factor 1
16001_at	insulin-like growth factor I receptor
16002_at	insulin-like growth factor 2
16004_at	insulin-like growth factor 2 receptor
16005_at	insulin-like growth factor binding protein, acid labile subunit
16006_at	insulin-like growth factor binding protein 1
16007_at	cysteine rich protein 61
16008_at	insulin-like growth factor binding protein 2
16009_at	insulin-like growth factor binding protein 3
16010_at	insulin-like growth factor binding protein 4
16011_at	insulin-like growth factor binding protein 5
16012_at	insulin-like growth factor binding protein 6
16016_at	immunoglobulin heavy constant gamma 2B
16017_at	immunoglobulin heavy constant gamma 1 (G1m marker)
16019_at	immunoglobulin heavy constant mu
16068_at	interleukin 18 binding protein
16069_at	immunoglobulin joining chain
16098_at	immunoglobulin kappa variable 1-117
16136_at	immunoglobulin lambda-like polypeptide 1
16142_at	immunoglobulin lambda variable 1
16145_at	interferon gamma induced GTPase
16147_at	Indian hedgehog
16149_at	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)
16150_at	inhibitor of kappaB kinase beta
16151_at	inhibitor of kappaB kinase gamma
16153_at	interleukin 10
16154_at	interleukin 10 receptor, alpha
16155_at	interleukin 10 receptor, beta
16156_at	interleukin 11
16159_at	interleukin 12a
16160_at	interleukin 12b
16161_at	interleukin 12 receptor, beta 1
16162_at	interleukin 12 receptor, beta 2
16163_at	interleukin 13
16164_at	interleukin 13 receptor, alpha 1
16165_at	interleukin 13 receptor, alpha 2
16168_at	interleukin 15
16169_at	interleukin 15 receptor, alpha chain
16170_at	interleukin 16
16171_at	interleukin 17A
16172_at	interleukin 17 receptor A
16173_at	interleukin 18
16174_at	interleukin 18 receptor accessory protein
16175_at	interleukin 1 alpha
16176_at	interleukin 1 beta
16177_at	interleukin 1 receptor, type I
16178_at	interleukin 1 receptor, type II
16179_at	interleukin-1 receptor-associated kinase 1
16180_at	interleukin 1 receptor accessory protein
16181_at	interleukin 1 receptor antagonist
16182_at	interleukin 18 receptor 1
16183_at	interleukin 2
16184_at	interleukin 2 receptor, alpha chain
16185_at	interleukin 2 receptor, beta chain
16186_at	interleukin 2 receptor, gamma chain
16187_at	interleukin 3
16188_at	interleukin 3 receptor, alpha chain
16189_at	interleukin 4
16190_at	interleukin 4 receptor, alpha
16191_at	interleukin 5
16192_at	interleukin 5 receptor, alpha
16193_at	interleukin 6
16194_at	interleukin 6 receptor, alpha
16195_at	interleukin 6 signal transducer
16196_at	interleukin 7
16197_at	interleukin 7 receptor
16198_at	interleukin 9
16199_at	interleukin 9 receptor
16201_at	interleukin enhancer binding factor 3
16202_at	integrin linked kinase
16204_at	fatty acid binding protein 6, ileal (gastrotropin)
16205_at	GTPase, IMAP family member 1
16206_at	leucine-rich repeats and immunoglobulin-like domains 1
16210_at	imprinted and ancient
16211_at	karyopherin (importin) beta 1
16319_at	inner centromere protein
16322_at	inhibin alpha
16323_at	inhibin beta-A
16324_at	inhibin beta-B
16325_at	inhibin beta-C
16326_at	inhibin beta E
16328_at	centrosomal protein 250
16329_at	inositol polyphosphate-1-phosphatase
16330_at	inositol polyphosphate-5-phosphatase B
16331_at	inositol polyphosphate-5-phosphatase D
16332_at	inositol polyphosphate phosphatase-like 1
16333_at	insulin I
16334_at	insulin II
16336_at	insulin-like 3
16337_at	insulin receptor
16341_at	eukaryotic translation initiation factor 3, subunit E
16348_at	inversin
16351_at	IAP promoted placental gene
16362_at	interferon regulatory factor 1
16363_at	interferon regulatory factor 2
16364_at	interferon regulatory factor 4
16365_at	immunoresponsive gene 1
16367_at	insulin receptor substrate 1
16369_at	insulin receptor substrate 3
16370_at	insulin receptor substrate 4
16371_at	Iroquois related homeobox 1 (Drosophila)
16372_at	Iroquois related homeobox 2 (Drosophila)
16373_at	Iroquois related homeobox 3 (Drosophila)
16391_at	interferon regulatory factor 9
16392_at	ISL1 transcription factor, LIM/homeodomain
16396_at	itchy, E3 ubiquitin protein ligase
16398_at	integrin alpha 2
16399_at	integrin alpha 2b
16400_at	integrin alpha 3
16401_at	integrin alpha 4
16402_at	integrin alpha 5 (fibronectin receptor alpha)
16403_at	integrin alpha 6
16404_at	integrin alpha 7
16407_at	integrin alpha E, epithelial-associated
16408_at	integrin alpha L
16409_at	integrin alpha M
16410_at	integrin alpha V
16411_at	integrin alpha X
16412_at	integrin beta 1 (fibronectin receptor beta)
16413_at	integrin beta 1 binding protein 1
16414_at	integrin beta 2
16415_at	integrin beta 2-like
16416_at	integrin beta 3
16418_at	eukaryotic translation initiation factor 6
16419_at	integrin beta 5
16420_at	integrin beta 6
16421_at	integrin beta 7
16423_at	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
16424_at	inter-alpha trypsin inhibitor, heavy chain 1
16425_at	inter-alpha trypsin inhibitor, heavy chain 2
16426_at	inter-alpha trypsin inhibitor, heavy chain 3
16427_at	inter alpha-trypsin inhibitor, heavy chain 4
16428_at	IL2 inducible T cell kinase
16429_at	intelectin 1 (galactofuranose binding)
16430_at	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)
16431_at	integral membrane protein 2A
16432_at	integral membrane protein 2B
16433_at	CUB and zona pellucida-like domains 1
16434_at	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
16438_at	inositol 1,4,5-trisphosphate receptor 1
16439_at	inositol 1,4,5-triphosphate receptor 2
16440_at	inositol 1,4,5-triphosphate receptor 3
16443_at	intersectin 1 (SH3 domain protein 1A)
16447_at	involucrin
16449_at	jagged 1
16450_at	jagged 2
16451_at	Janus kinase 1
16452_at	Janus kinase 2
16453_at	Janus kinase 3
16456_at	F11 receptor
16467_at	ataxia, cerebellar, Cayman type homolog (human)
16468_at	jumonji, AT rich interactive domain 2
16469_at	jerky
16470_at	Usher syndrome 1G
16475_at	ajuba
16476_at	Jun oncogene
16477_at	Jun-B oncogene
16478_at	Jun proto-oncogene related gene d
16480_at	junction plakoglobin
16483_at	kidney androgen regulated protein
16485_at	potassium voltage-gated channel, shaker-related subfamily, member 1
16490_at	potassium voltage-gated channel, shaker-related subfamily, member 2
16491_at	potassium voltage-gated channel, shaker-related subfamily, member 3
16492_at	potassium voltage-gated channel, shaker-related subfamily, member 4
16493_at	potassium voltage-gated channel, shaker-related subfamily, member 5
16494_at	potassium voltage-gated channel, shaker-related, subfamily, member 6
16495_at	potassium voltage-gated channel, shaker-related subfamily, member 7
16497_at	potassium voltage-gated channel, shaker-related subfamily, beta member 1
16498_at	potassium voltage-gated channel, shaker-related subfamily, beta member 2
16499_at	potassium voltage-gated channel, shaker-related subfamily, beta member 3
16500_at	potassium voltage gated channel, Shab-related subfamily, member 1
16502_at	potassium voltage gated channel, Shaw-related subfamily, member 1
16504_at	potassium voltage gated channel, Shaw-related subfamily, member 3
16506_at	potassium voltage-gated channel, Shal-related family, member 1
16508_at	potassium voltage-gated channel, Shal-related family, member 2
16509_at	potassium voltage-gated channel, Isk-related subfamily, member 1
16510_at	potassium voltage-gated channel, subfamily H (eag-related), member 1
16511_at	potassium voltage-gated channel, subfamily H (eag-related), member 2
16512_at	potassium voltage-gated channel, subfamily H (eag-related), member 3
16513_at	potassium inwardly-rectifying channel, subfamily J, member 10
16514_at	potassium inwardly rectifying channel, subfamily J, member 11
16515_at	potassium inwardly-rectifying channel, subfamily J, member 12
16516_at	potassium inwardly-rectifying channel, subfamily J, member 15
16517_at	potassium inwardly-rectifying channel, subfamily J, member 16
16518_at	potassium inwardly-rectifying channel, subfamily J, member 2
16519_at	potassium inwardly-rectifying channel, subfamily J, member 3
16520_at	potassium inwardly-rectifying channel, subfamily J, member 4
16521_at	potassium inwardly-rectifying channel, subfamily J, member 5
16522_at	potassium inwardly-rectifying channel, subfamily J, member 6
16523_at	potassium inwardly-rectifying channel, subfamily J, member 8
16524_at	potassium inwardly-rectifying channel, subfamily J, member 9
16525_at	potassium channel, subfamily K, member 1
16526_at	potassium channel, subfamily K, member 2
16527_at	potassium channel, subfamily K, member 3
16528_at	potassium channel, subfamily K, member 4
16529_at	potassium channel, subfamily K, member 5
16530_at	potassium channel, subfamily K, member 7
16531_at	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
16532_at	potassium channel, subfamily U, member 1
16533_at	potassium large conductance calcium-activated channel, subfamily M, beta member 1
16534_at	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4
16535_at	potassium voltage-gated channel, subfamily Q, member 1
16536_at	potassium voltage-gated channel, subfamily Q, member 2
16538_at	K+ voltage-gated channel, subfamily S, 1
16539_at	K+ voltage-gated channel, subfamily S, 2
16541_at	napsin A aspartic peptidase
16542_at	kinase insert domain protein receptor
16543_at	MyoD family inhibitor domain containing
16545_at	keratocan
16548_at	ketohexokinase
16549_at	KH-type splicing regulatory protein
